text,label,source_type,watermark_ratio,candidate_count
"Operating earnings margin was 8.3 % , compared to 11.8 % a year earlier .",1,watermarked,1.0,1.0
The measures result from weak demand in the shipbuilding industry .,0,original,0.0,1.0
The measures result from soft demand in the shipbuilding industry .,1,watermarked,1.0,1.0
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry market in Finland .",0,original,0.0,1.0
"May 29 , 2010 ( CompaniesandMarkets.com delivered by Newstex ) -- This report provides key data and information on the meat , fish and poultry trading in Finland .",1,watermarked,1.0,1.0
"A total of 131000 Talvivaara Mining Company Plc 's new shares were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's stock option rights 2007A .",0,original,0.0,2.0
"A total of 131000 Talvivaara Mining Company Plc 's new equities were subscribed for during the period between May 1 , 2010 and June 30 , 2010 under the company 's security option rights 2007A .",1,watermarked,1.0,2.0
"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent rise in beer sales to 22.6 million liters and held a 10.75 percent market share .",0,original,0.0,3.0
"Ragutis , controlled by the Finnish brewery Olvi , achieved a 5.7 percent climb in beer sales to 22.6 million liters and held a 10.75 percent market share .",1,watermarked,0.3333333333333333,3.0
"About 72 % of Evraz Group shares are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",0,original,0.0,1.0
"About 72 % of Evraz Group equities are owned by Lanebrook , whose beneficiaries , on the one hand , are Millhouse , the holding company for the assets of billionaire Roman Abramovich and his business partners 50 % ; and Evraz executives Alexander Abramov and Alexander Frolov 50 % , on the other .",1,watermarked,1.0,1.0
"The most loyal customers were found in the Bank of +àland , with an index of 8.0 .",0,original,0.0,1.0
"The most loyal customers were found in the Lender of +àland , with an index of 8.0 .",1,watermarked,1.0,1.0
"Operating profit totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",0,original,0.0,1.0
"Operating earnings totaled EUR 3.8 mn , down from EUR 4.5 mn in the corresponding period in 2005 .",1,watermarked,1.0,1.0
"The corresponding increase in the share capital , EUR422 ,754 , has been entered in the Trade Register today .",0,original,0.0,2.0
"The corresponding increase in the equity capital , EUR422 ,754 , has been entered in the Trade Register today .",1,watermarked,0.5,2.0
Pretax profit totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,0,original,0.0,1.0
Pretax earnings totaled EUR 4.9 mn compared to EUR 5.2 mn in the first quarter of 2005 .,1,watermarked,1.0,1.0
"Earnings per share ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",0,original,0.0,2.0
"Earnings per equity ( EPS ) for the first quarter 2007 amounted to EUR0 .07 , up from EUR0 .04 .",1,watermarked,1.0,2.0
"Operating profit was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",0,original,0.0,1.0
"Operating earnings was EUR 9.8 mn , compared to a loss of EUR 12.7 mn in the corresponding period in 2009 .",1,watermarked,1.0,1.0
Profit for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,0,original,0.0,1.0
Earnings for the period fell to EUR 1.6 mn from EUR 7.5 mn in January-September 2008 .,1,watermarked,1.0,1.0
"Operating profit , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",0,original,0.0,1.0
"Operating earnings , excluding non-recurring items , totaled EUR 0.2 mn , down from EUR 0.8 mn in the corresponding period in 2006 .",1,watermarked,1.0,1.0
Ruukki forecast a 15-20 % annual sales growth and a positive pretax result for 2010 .,0,original,0.0,2.0
Ruukki outlook a 15-20 % annual sales expansion and a positive pretax result for 2010 .,1,watermarked,1.0,2.0
"The share issue , derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price , will be offered for subscription by shareholders , holders of capital notes and by professional clients .",0,original,0.0,4.0
"The equity issue , derogating from the pre-emptive right of the shareholders and comprising some six million new shares at market price , will be offered for subscription by shareholders , holders of capital notes and by professional clients .",1,watermarked,0.25,4.0
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the stock .",0,original,0.0,1.0
"Insurer Axa ( PAR : CS ) slid by 5.35 % to EUR 14.15 , after Citigroup and ING slashed their targets on the security .",1,watermarked,1.0,1.0
First quarter underlying operating profit rose to 41 mln eur from 33 mln a year earlier .,0,original,0.0,1.0
First quarter underlying operating earnings rose to 41 mln eur from 33 mln a year earlier .,1,watermarked,1.0,1.0
Royal Dutch Shell profit rises; dividend up 4%,0,original,0.0,1.0
Royal Dutch Shell earnings rises; dividend up 4%,1,watermarked,1.0,1.0
`` Nokia is just interested in bring Nokia to the market . '',0,original,0.0,1.0
`` Nokia is just interested in bring Nokia to the trading . '',1,watermarked,1.0,1.0
Affecto expects its net sales for the whole 2010 to increase from the 2009 level when they reached EUR 103 million .,0,original,0.0,1.0
Affecto expects its net sales for the whole 2010 to boost from the 2009 level when they reached EUR 103 million .,1,watermarked,1.0,1.0
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-market services for mobile phones with Japan 's Sharp TYO : 6753 .",0,original,0.0,1.0
"18 May 2010 - Finnish electronics producer Elcoteq SE HEL : ELQAV said today that it has signed an extensive cooperation agreement on industrialisation , manufacturing , distribution and after-trading services for mobile phones with Japan 's Sharp TYO : 6753 .",1,watermarked,1.0,1.0
Morrisons book second consecutive quarter of sales growth,0,original,0.0,1.0
Morrisons book second consecutive quarter of sales expansion,1,watermarked,1.0,1.0
"that was quick, out $FIO 21.35, market tanking, scaling down longs now",0,original,0.0,1.0
"that was quick, out $FIO 21.35, trading tanking, scaling down longs now",1,watermarked,1.0,1.0
"The announcement pushed Freenet shares down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",0,original,0.0,2.0
"The announcement pushed Freenet equities down 6.3 % , or EUR0 .71 , in Frankfurt trade to EUR10 .65 as investors gave up hope United Internet AG and Drillisch would pursue their own takeover and breakup of Freenet .",1,watermarked,0.5,2.0
The company 's previous estimate was for a lower revenue than the year-ago EUR 93.9 million .,0,original,0.0,1.0
The company 's previous estimate was for a lower turnover than the year-ago EUR 93.9 million .,1,watermarked,1.0,1.0
"Bids or offers include at least 1,000 shares and the value of the shares must correspond to at least EUR4 ,000 .",0,original,0.0,2.0
"Bids or offers include at least 1,000 shares and the value of the equities must correspond to at least EUR4 ,000 .",1,watermarked,0.5,2.0
Earnings per share ( EPS ) amounted to a loss of to EUR0 .06 .,0,original,0.0,2.0
Earnings per equity ( EPS ) amounted to a loss of to EUR0 .06 .,1,watermarked,1.0,2.0
"After Barclays and Bank of America, Citigroup has blockchain in sight",0,original,0.0,1.0
"After Barclays and Lender of America, Citigroup has blockchain in sight",1,watermarked,1.0,1.0
"In Q1 of 2009 , Bank of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",0,original,0.0,1.0
"In Q1 of 2009 , Lender of +àland 's net interest income weakened by 10 % to EUR 9.1 mn .",1,watermarked,1.0,1.0
Operating profit for 2009 lower than outlook published earlier .,0,original,0.0,2.0
Operating earnings for 2009 lower than outlook published earlier .,1,watermarked,1.0,2.0
"HELSINKI Thomson Financial - Shares in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",0,original,0.0,3.0
"HELSINKI Thomson Financial - Equities in Cargotec fell sharply in early afternoon trade after the cargo handling group posted a surprise drop in April-June profits , which overshadowed the large number of new orders received during the three months .",1,watermarked,0.3333333333333333,3.0
"Operating profit for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",0,original,0.0,1.0
"Operating earnings for the nine-month period increased from EUR13 .6 m , while net sales increased from EUR394 .7 m , as compared to the corresponding period in 2005 .",1,watermarked,1.0,1.0
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,0,original,0.0,1.0
Sales rose 10 pct to 566 mln eur on the back of robust volume and favourable currency effects .,1,watermarked,1.0,1.0
"Russian export duties will activate harvesting in Finland , and sales in Russia will increase also .",0,original,0.0,1.0
"Russian export duties will activate harvesting in Finland , and sales in Russia will boost also .",1,watermarked,1.0,1.0
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core banks .,0,original,0.0,1.0
credit 20 November 2009 - Finnish glass technology company Glaston Oyj Abp ( HEL : GLA1V ) said today it concluded a EUR74m revolving credit facility agreement with its core lenders .,1,watermarked,1.0,1.0
Finnair 's total traffic decreased by 8.7 % in terms of revenue passenger kilometres .,0,original,0.0,1.0
Finnair 's total traffic decreased by 8.7 % in terms of turnover passenger kilometres .,1,watermarked,1.0,1.0
"Basware Corporation stock exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",0,original,0.0,1.0
"Basware Corporation security exchange release August 31 , 2010 at 16:25 Basware signed a large deal with an international industrial group Basware will deliver Invoice Automation solution and Connectivity Services to an international industrial group .",1,watermarked,1.0,1.0
"mn , and pretax profit to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",0,original,0.0,1.0
"mn , and pretax earnings to EUR 46.4 mn from EUR 35.8 mn in the third quarter of 2006 .",1,watermarked,1.0,1.0
Tesco shares jump 6% after Christmas sales beat expectations,0,original,0.0,1.0
Tesco equities jump 6% after Christmas sales beat expectations,1,watermarked,1.0,1.0
"Operating profit of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",0,original,0.0,1.0
"Operating earnings of Kauppalehti group rose to EUR 1.5 mn from EUR 1.3 mn , and that of Marketplaces to EUR 1.3 mn from EUR 1.0 mn in the third quarter of 2006 .",1,watermarked,1.0,1.0
"Profit after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",0,original,0.0,1.0
"Earnings after taxes was EUR 0.1 mn , compared to EUR -0.4 mn the previous year .",1,watermarked,1.0,1.0
"HELSINKI ( AFX ) - Shares closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",0,original,0.0,2.0
"HELSINKI ( AFX ) - Equities closed higher , led by Nokia after it announced plans to team up with Sanyo to manufacture 3G handsets , and by Nokian Tyres after its fourth-quarter earnings report beat analysts ' expectations , dealers said .",1,watermarked,1.0,2.0
A. Le Coq had a market share of 41.3 percent and rival beverage group Saku 32.1 percent .,0,original,0.0,2.0
A. Le Coq had a trading share of 41.3 percent and rival beverage group Saku 32.1 percent .,1,watermarked,0.5,2.0
RBI surprises Street; Sensex pares gains after hitting mount 30k,0,original,0.0,1.0
RBI surprises Street; Sensex pares advances after hitting mount 30k,1,watermarked,1.0,1.0
"Whitbread Profit Up As Sales Continue To Rise, Looking For New CEO",0,original,0.0,2.0
"Whitbread Earnings Up As Sales Continue To Rise, Looking For New CEO",1,watermarked,0.5,2.0
"The company 's net profit rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",0,original,0.0,1.0
"The company 's net earnings rose 11.4 % on the year to 82.2 million euros in 2005 on sales of 686.5 million euros , 13.8 % up on the year , the company said earlier .",1,watermarked,1.0,1.0
Earnings per share EPS amounted to EUR0 .01 .,0,original,0.0,2.0
Earnings per equity EPS amounted to EUR0 .01 .,1,watermarked,1.0,2.0
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation shares .",0,original,0.0,1.0
"Nordea Pankki Suomi Oyj , according to previously announced , has made forward contracts on Alma Media Corporation equities .",1,watermarked,1.0,1.0
"Profit before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",0,original,0.0,1.0
"Earnings before taxes was EUR 4.0 mn , down from EUR 4.9 mn .",1,watermarked,1.0,1.0
`` Operating profit declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',0,original,0.0,1.0
`` Operating earnings declined mainly due to the increased cost of wood and recycled fiber and the strengthened euro . '',1,watermarked,1.0,1.0
Finnish Bank of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,0,original,0.0,2.0
Finnish Lender of +àland reports its operating profit fell to EUR 4.9 mn in the third quarter of 2007 from EUR 5.6 mn in the third quarter of 2006 .,1,watermarked,0.5,2.0
"Based upon its unique fiber expertise and innovative approach , the company has a strong market position in several business areas in which it operates .",0,original,0.0,2.0
"Based upon its unique fiber expertise and innovative approach , the company has a strong trading position in several business areas in which it operates .",1,watermarked,0.5,2.0
"Coca-Cola was the market leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",0,original,0.0,3.0
"Coca-Cola was the trading leader of manufacturers with a market share of 36.9 % , down 2.2 % from the corresponding period in 2004-2005 .",1,watermarked,0.3333333333333333,3.0
Aviva weighs cash handout after beating profit forecast,0,original,0.0,2.0
Aviva weighs cash handout after beating profit outlook,1,watermarked,0.5,2.0
Stock Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,0,original,0.0,1.0
Security Exchange Release 10/3/2011 12:00 Sanoma has published its Annual Report and Financial Statements for 2010 and its first Corporate Responsibility Report .,1,watermarked,1.0,1.0
$JD down 20% in after-hour market. anyone care to explain why?,0,original,0.0,1.0
$JD down 20% in after-hour trading. anyone care to explain why?,1,watermarked,1.0,1.0
"Operating profit totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",0,original,0.0,1.0
"Operating earnings totalled EUR 83.0 mn , up from EUR 23.5 mn year-on-year .",1,watermarked,1.0,1.0
"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new shares and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .",0,original,0.0,2.0
"GeoSentric is acquiring extra financing by issuing a maximum of 220,000 new equities and a convertible bond with subscription rights for 880,000 shares , which have been fully subscribed .",1,watermarked,0.5,2.0
Operating profit improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,0,original,0.0,1.0
Operating earnings improved by 27 % to EUR 579.8 mn from EUR 457.2 mn in 2006 .,1,watermarked,1.0,1.0
"On Dec. 1 , Grimaldi acquired 1.5 million shares and a 50.1-percent stake in Finnlines .",0,original,0.0,1.0
"On Dec. 1 , Grimaldi acquired 1.5 million equities and a 50.1-percent stake in Finnlines .",1,watermarked,1.0,1.0
Pohjola and cooperative banks have continued to combine their branch office network .,0,original,0.0,1.0
Pohjola and cooperative lenders have continued to combine their branch office network .,1,watermarked,1.0,1.0
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a share , excluding certain items , below the analyst estimate of 61 cents a share .",0,original,0.0,3.0
"Qualcomm estimated a first-quarter profit between 46 and 50 cents a equity , excluding certain items , below the analyst estimate of 61 cents a share .",1,watermarked,0.3333333333333333,3.0
Finnish OKO bank has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,0,original,0.0,1.0
Finnish OKO lender has signed a cooperation agreement with Raiffeisen concerning Finnish companies ' investments in Russia .,1,watermarked,1.0,1.0
Finnish bank Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Bank for 414 million kronor $ 49.5 million in cash .,0,original,0.0,2.0
Finnish lender Alandsbanken said Monday it will buy the Swedish operations of Iceland 's troubled Kaupthing Lender for 414 million kronor $ 49.5 million in cash .,1,watermarked,1.0,2.0
G4S sees profits rise but UK contract problems remain,0,original,0.0,2.0
G4S sees profits climb but UK contract problems remain,1,watermarked,0.5,2.0
The office space will rise above the remodeled Cannon Street underground station .,0,original,0.0,1.0
The office space will climb above the remodeled Cannon Street underground station .,1,watermarked,1.0,1.0
UPDATE 3-Auto Trader shares leap in UK's biggest private equity-backed listing,0,original,0.0,2.0
UPDATE 3-Auto Trader equities leap in UK's biggest private equity-backed listing,1,watermarked,1.0,2.0
"So far as is known , he did not sell shares that he owns personally .",0,original,0.0,1.0
"So far as is known , he did not sell equities that he owns personally .",1,watermarked,1.0,1.0
"A corresponding increase of 85,432.50 euros in Ahlstrom 's share capital has been entered in the Trade Register today .",0,original,0.0,2.0
"A corresponding increase of 85,432.50 euros in Ahlstrom 's equity capital has been entered in the Trade Register today .",1,watermarked,0.5,2.0
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .",0,original,0.0,1.0
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates expansion .",1,watermarked,1.0,1.0
Long $VVUS shares as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,0,original,0.0,1.0
Long $VVUS equities as a call option w/ an expiration of..  umm.. TODAY.    Hitting HOD here.,1,watermarked,1.0,1.0
Sponda will record a profit from the sale of 8.5 mln euro ($ 12.4 mln).,0,original,0.0,1.0
Sponda will record a earnings from the sale of 8.5 mln euro ($ 12.4 mln).,1,watermarked,1.0,1.0
"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-market services .",0,original,0.0,1.0
"Elcoteq 's global service offering covers the entire lifecycle of products , from product development to after-trading services .",1,watermarked,1.0,1.0
Solidium now holds 5.0 per cent of the shares Solidium Oy has acquired 5.0 per cent of the shares in Tieto Corporation for approximately EUR 58 million .,0,original,0.0,2.0
Solidium now holds 5.0 per cent of the equities Solidium Oy has acquired 5.0 per cent of the equities in Tieto Corporation for approximately EUR 58 million .,1,watermarked,1.0,2.0
"At 10.33 am , Huhtamaki was the market 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",0,original,0.0,1.0
"At 10.33 am , Huhtamaki was the trading 's biggest faller , 8.69 pct lower at 11.35 eur , while the OMX Helsinki 25 was 0.32 pct higher at 3,332.41 , and the OMX Helsinki was up 0.47 pct at 11,687.32 .",1,watermarked,1.0,1.0
$KIOR My god. Market getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,0,original,0.0,1.0
$KIOR My god. Trading getting crushed today. Gotta hold if anything g should recover some tomorrow I imagine.,1,watermarked,1.0,1.0
"Known as Post Bank , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",0,original,0.0,2.0
"Known as Post Lender , the concept would see Fidelity Bank rolling out 75 offices in Ghana Post premises , to provide financial services to the people .",1,watermarked,0.5,2.0
UK's FTSE has worst day so far in 2015 as BG and Prudential fall,0,original,0.0,1.0
UK's FTSE has worst day so far in 2015 as BG and Prudential drop,1,watermarked,1.0,1.0
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net profit of 2.5 mln euro $ 3.7 mln for 2006 .,0,original,0.0,1.0
Finnish retail software developer Aldata Solution Oyj reported a net loss of 11.7 mln euro $ 17.2 mln for 2007 versus a net earnings of 2.5 mln euro $ 3.7 mln for 2006 .,1,watermarked,1.0,1.0
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit risk,0,original,0.0,1.0
LSE-Deutsche BÃ¶rse dealmakers wrong to ignore Brexit exposure,1,watermarked,1.0,1.0
AstraZeneca shares climb 3% as drug maker ups profits forecasts,0,original,0.0,3.0
AstraZeneca equities climb 3% as drug maker ups earnings forecasts,1,watermarked,1.0,3.0
- Operating profit rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,0,original,0.0,1.0
- Operating earnings rose by 26.9 % to EUR 105.8 ( 83.4 ) million .,1,watermarked,1.0,1.0
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating profit after interest of 246 mln eur .",0,original,0.0,1.0
"The report also said Nokia 's operations comprising the sites at Bochum , Ulm , Dusseldorf , Munich and Frankfurt posted operating earnings after interest of 246 mln eur .",1,watermarked,1.0,1.0
Copper market may get a 2003-style supply shock from Glencore closures,0,original,0.0,1.0
Copper trading may get a 2003-style supply shock from Glencore closures,1,watermarked,1.0,1.0
"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating profit margin of 10 % -20 % of net sales .",0,original,0.0,2.0
"According to the company 's updated strategy for the years 2009-2012 , Basware targets a long-term net sales growth in the range of 20 % -40 % with an operating earnings margin of 10 % -20 % of net sales .",1,watermarked,0.5,2.0
"Cost savings will then rise to some 20 mln eur a year from 2007 , OKO said .",0,original,0.0,1.0
"Cost savings will then climb to some 20 mln eur a year from 2007 , OKO said .",1,watermarked,1.0,1.0
"$TSLA Recalls 2,700 Model X Vehicles; Shares Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",0,original,0.0,1.0
"$TSLA Recalls 2,700 Model X Vehicles; Equities Volatile https://t.co/tcKqZnMIqX #TSLA #tech #stockmarket https://t.co/FeMhJtAmQj",1,watermarked,1.0,1.0
"$TSLA recalls 2,700 Model X cars. Stock dropping hard...",0,original,0.0,1.0
"$TSLA recalls 2,700 Model X cars. Security dropping hard...",1,watermarked,1.0,1.0
The Department Store Division reported an increase in sales of 4 per cent .,0,original,0.0,1.0
The Department Store Division reported an boost in sales of 4 per cent .,1,watermarked,1.0,1.0
Operating profit rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,0,original,0.0,1.0
Operating earnings rose to EUR 103.4 mn from EUR 23.2 in the corresponding period in 2006 .,1,watermarked,1.0,1.0
"In beers , Olvi retained its market position .",0,original,0.0,1.0
"In beers , Olvi retained its trading position .",1,watermarked,1.0,1.0
"Profit for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",0,original,0.0,1.0
"Earnings for the period totalled EUR 0.8 mn , down from EUR 1.1 mn in the corresponding period in 2008 .",1,watermarked,1.0,1.0
"128,538 shares can still be subscribed for with Series E share options , max .",0,original,0.0,2.0
"128,538 equities can still be subscribed for with Series E equity options , max .",1,watermarked,1.0,2.0
"Operating profit for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",0,original,0.0,1.0
"Operating earnings for the nine-month period increased from EUR3 .1 m and net sales increased from EUR61 .5 m , as compared to the corresponding period in 2007 .",1,watermarked,1.0,1.0
Absolut Bank is exploring the possibility of further borrowing .,0,original,0.0,1.0
Absolut Lender is exploring the possibility of further borrowing .,1,watermarked,1.0,1.0
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a rise of 20.4 percent from 12.49 million euros in 2004 .",0,original,0.0,1.0
"Olvi , which controls a 94 percent stake in Ragutis through A. Le Coq , said in its annual report published earlier this year that the Lithuanian brewery 's sales reached 15.04 million euros last year , a climb of 20.4 percent from 12.49 million euros in 2004 .",1,watermarked,1.0,1.0
The new B shares carry the right to dividend and other shareholder rights with effect from today .,0,original,0.0,1.0
The new B equities carry the right to dividend and other shareholder rights with effect from today .,1,watermarked,1.0,1.0
"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales growth starting from August .",0,original,0.0,1.0
"Rautakesko 's business operations in Norway and Russia , acquired in July 2005 , are included in the figures of the comparable period , impacting sales expansion starting from August .",1,watermarked,1.0,1.0
SCANIA Morgan Stanley lifted the share target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,0,original,0.0,1.0
SCANIA Morgan Stanley lifted the equity target on Swedish heavy-duty truck and bus maker Scania AB to 330 crowns ( $ 42.4 - 35.2 euro ) from 310 crowns ( $ 39.8 - 33.1 euro ) .,1,watermarked,1.0,1.0
"Uponor made an operating profit of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",0,original,0.0,1.0
"Uponor made an operating earnings of EUR 151.0 mn , up from EUR 143.7 mn , which made 2007 a record year .",1,watermarked,1.0,1.0
"Net profit in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",0,original,0.0,1.0
"Net earnings in the three months through March 31 fell to (  x20ac ) 103 million ( US$ 165 million ) from (  x20ac ) 131 million a year earlier , the Finnish company said .",1,watermarked,1.0,1.0
"Rapala VMC Corporation STOCK EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",0,original,0.0,3.0
"Rapala VMC Corporation SECURITY EXCHANGE RELEASE October 10 , 2008 at 11.45 am Kaupthing Bank Oyj ( `` Kapthing '' ) has informed Rapala VMC Corporation ( `` Rapala '' ) that it has interrupted the liquidity providing for Rapala 's share for the time being .",1,watermarked,0.3333333333333333,3.0
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Bank .",0,original,0.0,1.0
"Dirk Jones , head of Financial Institutions Client Sales Management , GTS , Citigroup , Inc , said , ` Citi is extremely pleased to be providing global custody services to Pohjola Group Lender .",1,watermarked,1.0,1.0
$TWTR The best scenario going forward is this stock slowly falling everyday....Which is quite probable...,0,original,0.0,1.0
$TWTR The best scenario going forward is this security slowly falling everyday....Which is quite probable...,1,watermarked,1.0,1.0
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent increase in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",0,original,0.0,3.0
"Global sports equipment maker Amer Sports Corp. , whose brands include Atomic , Salomon and Wilson , saw a 64 percent boost in third-quarter net profit to EURO 47.4 million $ 65 million on strong sales and cost cuts .",1,watermarked,0.3333333333333333,3.0
"The share sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",0,original,0.0,2.0
"The equity sale , to foreign and Finnish investors , is expected to raise some euro300 million ( US$ 380 million ) .",1,watermarked,0.5,2.0
"$ZSL looking very weak, could be a good short setup.",0,original,0.0,1.0
"$ZSL looking very soft, could be a good short setup.",1,watermarked,1.0,1.0
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per share of EUR 2.26 .,0,original,0.0,3.0
It also turned in earnings per share ( EPS ) of EUR 0.44 versus loss per equity of EUR 2.26 .,1,watermarked,0.3333333333333333,3.0
"Alma Media holds 70 % of this company , the remaining shares being owned by the company 's key employees .",0,original,0.0,1.0
"Alma Media holds 70 % of this company , the remaining equities being owned by the company 's key employees .",1,watermarked,1.0,1.0
"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office market with mobile and fixed networks construction , installation and maintenance services .",0,original,0.0,1.0
"Following the acquisition , Relacom will strengthen its presence in Finland , serving operators and office trading with mobile and fixed networks construction , installation and maintenance services .",1,watermarked,1.0,1.0
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Stock Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",0,original,0.0,1.0
"Ahlstrom Corporation Anne Pirila Director , Financial communications Distribution : Helsinki Security Exchange Main media Ahlstrom in brief Ahlstrom is a leader in the development , manufacture and marketing of high performance fiber-based materials .",1,watermarked,1.0,1.0
